,real_chord,predicted_chord,inp_len
41579,Bmin,G,15
41580,Emin,Emin,27
41581,Bmin,Cadd9/G,70
41582,C/G,C/G,28
41583,A,G,22
41584,C,C,27
41585,G,G,39
41586,G,D,21
41587,F,F,14
41588,Dmin,D,66
41589,Gsmin,Gsmin,18
41590,Dsus2,Esus2,58
41591,F,F,123
41592,A,E,45
41593,B,B,76
41594,D,E,46
41595,G,G,9
41596,Csmin,Csmin,20
41597,Bmin,Bmin,93
41598,Bmin7,Bmin7,41
41599,F,F,5
41600,C,C,42
41601,C,C,29
41602,F,F,74
41603,Emin,Emin,25
41604,Dbmin,A,24
41605,Cs,Cs,66
41606,C,C,44
41607,G,A,6
41608,A,A,18
41609,Amin,Amin,29
41610,Amin,C,16
41611,Bb,C,18
41612,Cs,Cs,45
41613,A,D,27
41614,D,B,57
41615,Fsmin,Amin,37
41616,Bbmin7,Bbmin7,13
41617,A,A,53
41618,C,C,5
41619,F,Dmin,83
41620,E7,D,45
41621,A,A,54
41622,E7,E7,113
41623,Caug,F,5
41624,B7,A,53
41625,Bmin,Bno3d,27
41626,D,C,24
41627,G,G,45
41628,C,C,73
41629,G,G,6
41630,C,C,44
41631,C,C,15
41632,A,A,49
41633,G7,A,70
41634,Gno3d,Gno3d,18
41635,Emin,Emin,47
41636,C/E,C/E,58
41637,Bmin,E,9
41638,A,A,4
41639,Amin,Amin,6
41640,C,D/Fs,83
41641,G,G,126
41642,Dmin,Gmin,21
41643,Fsmin,A,32
41644,Gmaj7,Gmaj7,9
41645,G,G,23
41646,G,G,6
41647,As7,As7,90
41648,A7,A7,21
41649,Gmin,Gmin,6
41650,Bbmin,Fmin7,25
41651,G,B,7
41652,Bmin,Bmin,22
41653,A,A,40
41654,Amin,C,35
41655,A,G,21
41656,Dno3d,Dno3d,25
41657,Gmin,Bb,34
41658,D,D,71
41659,G,G,31
41660,A,E,18
41661,G,G,10
41662,D,D,7
41663,Emin,Emin,13
41664,Amin,F,42
41665,E,Amin,39
41666,D/Fs,D/Fs,21
41667,G,G,9
41668,C,G,15
41669,Fsmin7,Emin7,47
41670,Fsmin,Fsmin,30
41671,G,G,35
41672,E,E,47
41673,E,E,35
41674,A,Gmin,5
41675,C,C,43
41676,Emin,Emin,23
41677,Amin,Amin,66
41678,Gs,Gs,73
41679,D,D,9
41680,C,C,97
41681,Csmin,E,30
41682,C,C,45
41683,G,G,7
41684,Emin,Emin,82
41685,A,A,20
41686,F,C,48
41687,D,D,52
41688,F,F,54
41689,F,F,27
41690,D,D,22
41691,G,A,9
41692,Dmaj7,D,34
41693,C/B,Amin,68
41694,A,A,31
41695,Amin,Dmin7,38
41696,C,C,76
41697,Bmin,Bmin,22
41698,Bmin,Bmin,53
41699,Csmin,Csmin,24
41700,Fsmin,D,44
41701,G,C,47
41702,D,D,29
41703,Dmin,G7,50
41704,G,Amin,29
41705,C,D,16
41706,Dmaj7,Fsmin7,70
41707,D,Bmin,17
41708,F,F,26
41709,C,C,84
41710,G,G,10
41711,Fs,Fs,44
41712,Bb,Bb,16
41713,Csmin,Csmin,82
41714,Emin,Emin,84
41715,Gmin,Gmin,30
41716,D,G,104
41717,C,C,6
41718,Fmin,F,24
41719,Amin7,Bmin7,54
41720,C,C,5
41721,A,F,14
41722,Gsmin,B,32
41723,Cadd9,Cadd9,86
41724,G,G,70
41725,D,D,20
41726,Emin,G,79
41727,Bb/D,Eb,16
41728,D7,Bmin,8
41729,D,Amin,59
41730,A,A,16
41731,E,D,8
41732,C,C,4
41733,A,A,41
41734,D,D,31
41735,Bb,Dmin,18
41736,Emin,Emin,31
41737,D,A,13
41738,D,G,14
41739,Amin,Amin,12
41740,Amin,Amin,14
41741,D7,D7,21
41742,C,C,24
41743,Csmin,Csmin,64
41744,A,E,8
41745,G,G,92
41746,E,E,8
41747,G,G,38
41748,A,Bmin,59
41749,G,G,7
41750,E,E,9
41751,E,Cs,4
41752,D,D,17
41753,D,A,31
41754,G,C,25
41755,E,E,57
41756,G,G,19
41757,Eno3d,Dno3d,26
41758,F,F,6
41759,D,Emin,13
41760,F,C,63
41761,Dmin,A7,47
41762,B,B,21
41763,F,F,19
41764,A,A,47
41765,Eb,Eb,17
41766,Dmin,Amin,14
41767,C,A,45
41768,Bmin,D,10
41769,C,F,19
41770,A,Dsus4,87
41771,E,E,72
41772,Csmin,Csmin,29
41773,Bmin,Bmin,32
41774,A,Bmin/,54
41775,Amin,Amin,37
41776,A,A,16
41777,C,C,89
41778,C,F,91
41779,Bmin,Bmin,88
41780,D,D,39
41781,Amin,Amin,51
41782,G,G,31
41783,E7,As,7
41784,D,D,34
41785,Dmin,Dmin,24
41786,D,D,25
41787,E,E,27
41788,Fmaj13/A,Emin7,21
41789,G,G,6
41790,Ab,Cmin,9
41791,D,D,6
41792,D,D,35
41793,D,D,108
41794,C,C,74
41795,C,Emin,25
41796,C,G,14
41797,Emin,Emin,32
41798,Emin9,A13,6
41799,G,G,122
41800,Asmin,Asmin,15
41801,F,F,12
41802,B,B,13
41803,Dmin,Dmin,43
41804,Emin,D,39
41805,A,A,54
41806,C,C,24
41807,A,A,4
41808,D,D,100
41809,A,Bmin,71
41810,C,C,55
41811,A,A,19
41812,E,Asus4,101
41813,E,E,100
41814,D,C,39
41815,Cmin,Cmin,6
41816,D,D,67
41817,Cmin,Cmin,17
41818,B,B,85
41819,B,A,57
41820,Ab,Ebmin7,62
41821,C,F,43
41822,Bmin,A/Cs,71
41823,Amin/C,C,8
41824,D,A/Cs,17
41825,E,E,18
41826,D,C,24
41827,D,D,88
41828,Ds,B,46
41829,F7,Bb,12
41830,C,C,20
41831,D,D,7
41832,A,D,5
41833,E,E,16
41834,C,C,48
41835,C,C,19
41836,F,F,20
41837,Emin,A,5
41838,F,F,30
41839,D,Bmin,65
41840,F,F,18
41841,F,F,65
41842,D,C,33
41843,Dmin,Dmin,51
41844,A,A,9
41845,A7,C,82
41846,A,A,52
41847,F,F,23
41848,C,C,15
41849,C,Dmin,51
41850,Dmin,G,27
41851,G,G,49
41852,E,E,8
41853,G,G,20
41854,G,C,16
41855,Bmin,Bmin,29
41856,C7,F,60
41857,G7,G7,21
41858,Ab,Ab,37
41859,Ab,Ab,58
41860,Cs,Cs,38
41861,E,E,32
41862,D,D,59
41863,F,F,73
41864,D,D,57
41865,F,F,13
41866,G,G,4
41867,Cmin,Emin,110
41868,Cmin,Cmin,19
41869,D,Cadd9,65
41870,C,C,100
41871,Emin,C,97
41872,Fsmin,A,35
41873,G7,G7,19
41874,G,G,28
41875,C,C,7
41876,A,A,38
41877,Bb,Bb,6
41878,C,C,23
41879,A,A,9
41880,G,D,40
41881,A,A,103
41882,E,E,22
41883,Amin,G,63
41884,B,B,6
41885,C,C,37
41886,Fs,Bbmin,22
41887,A,G,6
41888,G,Emin,71
41889,Emin,G,91
41890,C,C,43
41891,Cadd9,Dadd11/Fs,76
41892,C7,Emin,39
41893,Dmin,Dmin,14
41894,Emin7,Emin,26
41895,Amin,Amin,26
41896,C,C,25
41897,D,D,70
41898,A,A,7
41899,Amin,Amin,11
41900,D,D,38
41901,Fmin,Fmin,8
41902,G,G,94
41903,Bmin,Bmin,35
41904,B7,A,38
41905,Amin,Amin,9
41906,C/G,F,77
41907,Amin,Amin,19
41908,Bbmin,Bbmin,77
41909,Emin,Emin,37
41910,G,F,32
41911,D,D/Fs,58
41912,A,F,41
41913,Emin,Emin,31
41914,Csmin,E,26
41915,Emin,G,9
41916,Amin,Amin,14
41917,As,D,9
41918,G,F,14
41919,Fsmin,Emin,95
41920,Ab,Db,13
41921,G,D,57
41922,A,A,8
41923,D,D,35
41924,C,C,17
41925,C,Emin,32
41926,G,G7,47
41927,Bsus2,Bsus2,30
41928,A,A,86
41929,G,G,11
41930,Emin7,E7,9
41931,C,Bmin,34
41932,Eb,Eb,47
41933,C,C,30
41934,Gs,A,11
41935,Bmin,Bmin,5
41936,D,D,20
41937,G,A,101
41938,Emin,Emin,17
41939,Bmin7,Dmaj7,19
41940,Fmin,Dmin7,27
41941,Eno3d,A,99
41942,Dmin,Dmin,50
41943,F,Bb,72
41944,G,G,13
41945,D,C/G,81
41946,G,G,33
41947,Bb,Bb,38
41948,B,B,10
41949,A,Emin,18
41950,A,As,41
41951,Emin,Emin,48
41952,C,C,6
41953,A,A,34
41954,Amin,D,17
41955,Dmin7,F,9
41956,Fsmin,Fsmin,18
41957,G,Amin,54
41958,Dmin,G,34
41959,C,C,22
41960,A7,A7,5
41961,Eadd13,Eadd13,79
41962,Fsmin,D,35
41963,Emin,Emin,54
41964,G,A,16
41965,E,E,31
41966,D,A,85
41967,Amin,C,21
41968,G,G,65
41969,Fs,G,33
41970,F,F,86
41971,D,D,36
41972,E,E,13
41973,Gsmin,Gsmin,54
41974,E/Gs,Fsmin,25
41975,G,G,37
41976,D,D,43
41977,Bb,F,61
41978,Bmin,Asus4,7
41979,G,G,33
41980,G,G,23
41981,G,G,18
41982,C,C,25
41983,E,C,21
41984,F,F,24
41985,Bmin,D,42
41986,Csmin,Bmin,21
41987,D/Fs,D/Fs,23
41988,Dmaj7,Bmin7,37
41989,A,A,11
41990,Eb,G,8
41991,F,F,58
41992,Gs,Fmin,33
41993,E,B7,39
41994,G,G,63
41995,Dmin,Dmin,40
41996,Amin,Amin,27
41997,D,D,33
41998,C,C,11
41999,Cadd9,Amin7,21
42000,C,C,6
42001,Eb,Eb,10
42002,D7,D,24
42003,Dmin,Eb,50
42004,D,D,40
42005,G,F,95
42006,C,C,6
42007,D,G,99
42008,A,A,19
42009,A,A,21
42010,B,Gs,127
42011,Amin,Amin,19
42012,Bb,Bb,79
42013,Dmaj7,Dmaj7,20
42014,Fsmin,Fsmin,48
42015,Fsmin,G,13
42016,E,C,4
42017,A,A,5
42018,G,G,22
42019,D,D,43
42020,C,C,92
42021,Emin,Emin/A,21
42022,B,B,58
42023,G,G,70
42024,D,D,31
42025,A7,D,90
42026,Emin,Emin,7
42027,Cadd9,Cadd9,126
42028,Amin,Amin,22
42029,A,A,51
42030,Amin,Amin,7
42031,Emin7,D,50
42032,C,G,20
42033,D,D,22
42034,Amin,E,17
42035,D/Fs,D/Fs,9
42036,B7,B7,6
42037,C,C,36
42038,D,D,52
42039,F,F,93
42040,G,C,54
42041,Cmin,Ab,34
42042,A,A,75
42043,G,G,74
42044,F,F,5
42045,F,F,56
42046,G,D,76
42047,Cs,Ds,97
42048,E,E,6
42049,G,G,44
42050,D,D/Fs,40
42051,Fmin,Bb,68
42052,Bsus4,Bsus4,5
42053,C,C,18
42054,Fsmin,Fsmin,91
42055,D,G,39
42056,D,D,46
42057,D,D,77
42058,F,Amin,29
42059,F,F,91
42060,Cmin/B,Gs,61
42061,F,E,17
42062,B,B,89
42063,F,F,57
42064,Bb,Bb,35
42065,Cs,Cs,49
42066,C,C,88
42067,Emin,D,48
42068,Eb/Bb,G7,16
42069,B,Esus4,47
42070,Gsmin,Csmin,7
42071,D,D,27
42072,D,D,64
42073,Cmin7,Abmin7,73
42074,D,D,11
42075,A,D,45
42076,B9,B9,34
42077,F,F,30
42078,A,A,41
42079,G,Bmin,46
42080,Emin,Emin,6
42081,G,C,20
42082,Cadd9,Cadd9,15
42083,D,D,11
42084,Bb,Bb,60
42085,A,A,77
42086,G,G,59
42087,D,D,25
42088,Dmin,C,19
42089,C,C,29
42090,C,C,69
42091,G,G,16
42092,C,F,15
42093,G,G,17
42094,Bmin,Bmin,19
42095,G,D,39
42096,Amin,G,93
42097,C,C,32
42098,F,F,38
42099,Fmaj7,A,80
42100,D,E7,12
42101,Ano3d,A,57
42102,Bmin,Bmin,6
42103,G,G,10
42104,Amin7,Amin7,6
42105,Fs7,Dmin,18
42106,G,G,108
42107,G,G,81
42108,C,C,37
42109,Amin,Amin,5
42110,G,G,19
42111,A,A,34
42112,Gno3d,E,5
42113,G,G/B,10
42114,E7,G,10
42115,G,D,15
42116,C,C,16
42117,Ano3d,Eno3d,65
42118,Eb,Eb,4
42119,Cs,E,38
42120,G,F,34
42121,C,C,25
42122,Fsmin11/E,Gmin,6
42123,Gsus4,C/A,37
42124,G,G,35
42125,Amin,Amin,86
42126,Emin7,Emin7,46
42127,F,D,9
42128,D,C,22
42129,Fmin,Fmin,8
42130,A,A,14
42131,A,Csmin,46
42132,A,A,12
42133,G,A9,27
42134,G,Dsus4,94
42135,E,E,74
42136,C,C,11
42137,G,C,122
42138,C,C,98
42139,G,G,69
42140,Amin,Amin,8
42141,E,E,8
42142,C,C,16
42143,C,F,29
42144,D,D,54
42145,Emin,Emin,5
42146,Emin,G,78
42147,G,G,17
42148,Amin,Amin,23
42149,F,C,54
42150,Gsmin,E,58
42151,Amin,Gmin,29
42152,Emin,Emin,12
42153,A7,G,110
42154,G,G,5
42155,B,D,25
42156,E,Csmin,49
42157,Ab,Ab,33
42158,Emin,Emin,79
42159,Ab,Ab,35
42160,Dmin,Dmin,17
42161,G,G,126
42162,D9,D9,32
42163,Amin,D,85
42164,Amin,Amin,27
42165,F,F,11
42166,G,G,27
42167,Bmin,Bmin,17
42168,C,C,11
42169,F,F,22
42170,As,As,16
42171,A,A,54
42172,E,Bmin,5
42173,B7,A7,7
42174,Ano3d,Bno3d,39
42175,F,F,43
42176,C,Dmin,24
42177,Dmin,Dmin,14
42178,C/E,Amin,51
42179,Emin,Emin,22
42180,Amin,Amin,52
42181,Dbmin,Dbmin,40
42182,E,B,28
42183,G,F,46
42184,Bno3d,Dno3d,26
42185,Asus2,E,17
42186,G,G,18
42187,E,Cs,33
42188,Ab,Fmin,65
42189,D/Fs,G,19
42190,Bbmin,Gb7,32
42191,C,C,7
42192,D,G,52
42193,Csmin,Csmin,34
42194,Amin,Amin,18
42195,E/Gs,A/,38
42196,Emin7,Emin,12
42197,D,D,127
42198,D,D,35
42199,Cmin,Cmin,12
42200,C,C,70
42201,G,G,8
42202,D,D,15
42203,Emin,Emin,27
42204,D,D,45
42205,Amin,Amin,40
42206,Fsmin,Fsmin,25
42207,Dmin,Dmin,15
42208,Dmin,Amin,8
42209,Cadd9,Cadd9,5
42210,D,Bmin,22
42211,E,E,28
42212,C/B,C/B,32
42213,Amin,Amin,81
42214,C,C,56
42215,D,B,102
42216,C,C,46
42217,F,F,60
42218,D,D,11
42219,G,G,7
42220,Cs,Fmin,33
42221,Amin,Bmin,30
42222,G,G,79
42223,A,E7,12
42224,Fsmin,D,70
42225,E,E,33
42226,F,F,20
42227,A,A,10
42228,D,D,23
42229,D,D,28
42230,C,F,90
42231,G,E,22
42232,G,Dmin,42
42233,C,C,97
42234,Bmin,Bmin,60
42235,F,C,106
42236,E,E,15
42237,A7,A7,5
42238,A,A,7
42239,C,C,11
42240,Dmin,Dmin,7
42241,D,D,82
42242,G,C7,20
42243,A,A,17
42244,E7,E7,47
42245,B,B,34
42246,C7,G7,24
42247,F,F,9
42248,C,C,10
42249,Cmaj7,Cmaj7,34
42250,Emin,C,31
42251,Emin7,Emin7,44
42252,Emin,Emin,53
42253,Eb,D,18
42254,Emin,Emin,30
42255,G,G,89
42256,A,D,42
42257,G,F,88
42258,A,A,24
42259,D,D,32
42260,F,Dmin,27
42261,Emaj7,Dmaj7,20
42262,E,E,4
42263,G,G,85
42264,C,C,18
42265,C,G,26
42266,G,G,32
42267,Cadd9,Amin,82
42268,D,D,86
42269,Emin,C,15
42270,Bb,Bb,108
42271,A,D,59
42272,A,B/,29
42273,F,B/G,15
42274,G,D7,35
42275,Emin,D,79
42276,Fmin7,Ebmin7,63
42277,Emin,Emin,34
42278,C,C,19
42279,Bbsus2/F,Bbsus2,25
42280,G,G,8
42281,B,B,37
42282,Eno3d,Emin,40
42283,G7,G7,27
42284,A,A,9
42285,G,G,18
42286,Gmin,Eb,66
42287,G,D,46
42288,Emin,Emin,18
42289,C/G,C/G,11
42290,E,D,71
42291,A,A,8
42292,B,B/B,31
42293,F,Amin,50
42294,D,D,13
42295,Emin,Emin,13
42296,Dmin7,Dmin,67
42297,F,Gmin,39
42298,A,Cs7,48
42299,Gmin7,Gmin7,118
42300,A,G,84
42301,Dno3d,Gno3d,5
42302,Amin,Amin,4
42303,C7,Dmin,54
42304,A,A,29
42305,G,Amin,10
42306,C,F,20
42307,Dmin,Dmin,42
42308,C,C,11
42309,D7,D7,36
42310,Fs,Fs,58
42311,Fs,E,41
42312,A,A,9
42313,C,C,61
42314,C,C,42
42315,G,G,108
42316,Amin,Amin,26
42317,B,B,7
42318,Emin/G,Cmaj7,49
42319,D,G,63
42320,Eb,Fmin,20
42321,A,Bmin,18
42322,Bmin,D,64
42323,A,A,66
42324,A,A,16
42325,G,G,53
42326,F7,Ab7,44
42327,G,F/,55
42328,A,A,43
42329,Emin,Emin,36
42330,Bmin,Bmin7,4
42331,C,C,5
42332,Amin,C,42
42333,F,F,7
42334,Fsmin,E,35
42335,Eb,Db,58
42336,Dssus2,Csus2,22
42337,B,B,87
42338,C,C,104
42339,A,A,5
42340,C,C,27
42341,E,E,77
42342,G,G,16
42343,G,G,70
42344,Emin,Emin,76
42345,Gsmin,Fs,10
42346,E,E,17
42347,D,G,104
42348,Amin,Amin,80
42349,A,Bmin,39
42350,Fs,Fs,41
42351,E,E,37
42352,A,Gmin,49
42353,Amin,Amin7,6
42354,G,G,97
42355,Amin,Amin,6
42356,Bmin,D,36
42357,Bmin,D,22
42358,A,A,33
42359,Amin,Amin,6
42360,G,G,84
42361,D,D,30
42362,D,D,14
42363,Emin,Emin,40
42364,Dadd13,Dadd13,15
42365,E,B,15
42366,E,E,51
42367,Bb,Bb,47
42368,Csmin,Csmin,20
42369,D7,D,20
42370,Amin,Amin,68
42371,Dmin,A,20
42372,C/B,Amin,80
42373,D,D,5
42374,Fsmin,Fmin,50
42375,Fsmin,Bmin,21
42376,A,A,41
42377,C,D,37
42378,D,Amin,11
42379,D,D,13
42380,Emin,Gmin,34
42381,Cs,Cs,58
42382,A7,A7,17
42383,G,G,31
42384,F,F,67
42385,Amin,Amin,13
42386,C,Dmin,13
42387,D,D,49
42388,Gmin,Gmin,35
42389,A,A,29
42390,F,F,78
42391,D,D,8
42392,Eb,Eb,56
42393,G,F,44
42394,Emin,Emin,108
42395,Bmin7,D,56
42396,D,Gsmin,44
42397,Bmin,A,19
42398,Bbmaj7,Bbmaj7,7
42399,G,G,13
42400,Amin,C,4
42401,Emin,Emin,13
42402,C,C,19
42403,Amin,F,20
42404,D,D,41
42405,D,D7,32
42406,B,B,89
42407,C,C,71
42408,F,F,6
42409,Amin,Gmin,66
42410,D7,D7,52
42411,G,G,71
42412,E,A,44
42413,F,F,27
42414,C,D,92
42415,G,Dmin,41
42416,C,C,27
42417,B,Cs,46
42418,F,F,77
42419,Emin,G,49
42420,Amin,Amin,19
42421,G,G,7
42422,Dsmin,Dsmin,61
42423,Fsmin,Fsmin,6
42424,Csmin,B,29
42425,Fsmin,E,33
42426,E,G,26
42427,C,C,57
42428,Bb,Bb,58
42429,F,F,55
42430,Gmin,Gmin,55
42431,D,D,6
42432,Emin,Emin,48
42433,D,D,17
42434,A,A,44
42435,Amin,Emin,32
42436,Dbmin,A,63
42437,E,E,20
42438,Fmaj9,Fmaj9,26
42439,Gmin,Gmin,23
42440,Fsmin,A,49
42441,Gsmin,E,5
42442,C,C,47
42443,F,Dmin,40
42444,B7,B7,56
42445,Amin,Amin,64
42446,Bmin,Bmin,22
42447,Dsmin7,Dmin7,81
42448,G,G,6
42449,C,C,28
42450,Ds,C,96
42451,Bmin,Bmin,41
42452,Gsus4,F,8
42453,C,C,17
42454,A,A,24
42455,Fadd9,Fadd9,85
42456,G,Amin,85
42457,Ddim,Amin,6
42458,Fs,Fs,46
42459,Amin,Amin,66
42460,D,D,72
42461,G,G,54
42462,G7,G7,21
42463,E,E,16
42464,Amin,Amin,12
42465,Emin,D,69
42466,E,B,6
42467,Emin,Emin,39
42468,D,D,24
42469,Cs,Amin,22
42470,F,F,28
42471,D,D,49
42472,G,G,36
42473,Cadd9,Fadd9/A,28
42474,D,D,9
42475,G,G,61
42476,C,C,62
42477,Emin,G,69
42478,G,G,42
42479,E,E,35
42480,Gs,Gs,13
42481,E,F,27
42482,A,A,23
42483,Amin,G,23
42484,E,E,24
42485,D,D,73
42486,F7,Ds/C,45
42487,G,G,69
42488,C,G,38
42489,C,C,12
42490,Dmin,Dmin,29
42491,Eb,Eb,13
42492,Eb,Eb,35
42493,C,G7,26
42494,E,A,31
42495,G,G,11
42496,E,E,13
42497,E,E,90
42498,F,Emin,10
42499,Emin,Amin,106
42500,D,C,26
42501,Cs,E/Fs,29
42502,Cs,A,79
42503,Emin,G,12
42504,G7,F,54
42505,Ab,Csmin9,11
42506,F,Gmin,50
42507,G,G,20
42508,Amin,Amin,10
42509,Bmin7,D,28
42510,Cmaj9,F,79
42511,A,A7,76
42512,C,G,21
42513,E,E,53
42514,C,C/G,32
42515,G,G,14
42516,G7,G7,43
42517,Bb,Bb,12
42518,Amin,Amin,27
42519,Amin7,Amin7,78
42520,C,C,43
42521,D,D,6
42522,C,D,41
42523,Abadd9,Amin7,44
42524,Dmin,Dmin,23
42525,Emin,Emin,54
42526,Gmin,Gmin,52
42527,Csmin,Bmin,20
42528,G,G,46
42529,D,D,39
42530,Cmin,D,40
42531,Amin,F,70
42532,Amaj7,Bmin,14
42533,A,B7,9
42534,B,B,56
42535,C,C,105
42536,G7,G7,11
42537,E,G,19
42538,G,F,21
42539,Ab,Eb,46
42540,Amin,C/,75
42541,C,C,5
42542,A,A,14
42543,E,E,46
42544,Ab,C,7
42545,D,D,13
42546,Eb,Eb,79
42547,D,D,90
42548,F,Amin,31
42549,Cmin,Cmin,41
42550,G,G,44
42551,B,B,45
42552,F,F,42
42553,Bbsus2,Bb/D,31
42554,C,C,5
42555,E,E,47
42556,D,D,14
42557,D,D,37
42558,Bmin,Asus4,97
42559,Emin,Emin,55
42560,G,G,55
42561,D,A,5
42562,Emin,Emin,113
42563,G,D,14
42564,E,E/Gs,56
42565,D,D,56
42566,C,C,45
42567,D,D,16
42568,C,C,6
42569,D,A,22
42570,B7,B7,9
42571,G,G,53
42572,E,E,52
42573,A,A,17
42574,G,Bmin,112
42575,G,G,12
42576,Ano3d,D7,4
42577,Bb,Bb,34
42578,Gs,Ds,46
42579,C,C,14
42580,Amin,Emin,14
42581,Gmin7,Bb,14
42582,D,D,13
42583,Bmin,D,27
42584,Emin,Emin,5
42585,Abmin7,Ebmin,30
42586,F,F,10
42587,B,Fsmin,97
42588,D,C,12
42589,G,G,37
42590,Emin,Emin,26
42591,A,D,12
42592,D,D,74
42593,F,Gs,27
42594,Gadd13,Emin7,39
42595,A,Emin7/Fs,119
42596,E,E,9
42597,G,G,32
42598,D,Amin,53
42599,Cs,Cs,14
42600,Emin,C,56
42601,Bmin,D,59
42602,Bmaj7,Gmin,4
42603,D,D,58
42604,A/Cs,A/Cs,105
42605,Fsno3d,Dno3d,82
42606,Amin,Amin,32
42607,C,C,30
42608,D,Amin,6
42609,Fmin,Gmin,12
42610,F,As,64
42611,C,D/Fs,10
42612,Amin,Amin,42
42613,Emin,Emin,5
42614,G,G,22
42615,D,C,71
42616,G,G,30
42617,G,C,60
42618,A,A,31
42619,As,F,23
42620,Dmin,Dmin,50
42621,Bmin,Bmin,9
42622,Gs,Gs,14
42623,Bb,Bb,12
42624,A,D,47
42625,C,D,20
42626,G/As,Dmin,59
42627,D,D,23
42628,C,C,40
42629,A/E,E,102
42630,Emin,Emin,26
42631,Bmin,Bmin,14
42632,D,D,33
42633,Bmin,Bmin,14
42634,E,D,37
42635,F,F,42
42636,A,A,87
42637,Amin,Amin,10
42638,B7,B7,57
42639,A,A,20
42640,Ds,Ds,105
42641,C,E7,9
42642,Emin,Emin,18
42643,F,F,13
42644,A,A,25
42645,G,G,11
42646,Amin,Amin,30
42647,Csmin,A,98
42648,D7,C,16
42649,A,A,4
42650,Db,Db,39
42651,Db,Db,62
42652,G,G,100
42653,G,G,48
42654,Gmin,Gmin,23
42655,C7,C,39
42656,D,G,31
42657,Fno3d,G,34
42658,A,A,25
42659,Fno3d,Gno3d,18
42660,Cadd9,D/,8
42661,C,C,4
42662,A,E,4
42663,G,G,35
42664,D,D,52
42665,Emin,Emin,18
42666,Ano3d,Gno3d,90
42667,E,E,11
42668,G,G,9
42669,A,Bmin,87
42670,A,A,6
42671,B,B,45
42672,Amin,Amin,6
42673,Ano3d,F,5
42674,D,D,5
42675,Cadd9,Cadd9,106
42676,Gsmin,A,64
42677,Bmin,A,66
42678,Cno3d,Gno3d,13
42679,Amin,Gmin,15
42680,Bmin,Bmin,45
42681,F,Amin,66
42682,F,D,31
42683,G,G,5
42684,Emin,D,109
42685,C,C,42
42686,A,A,61
42687,D,D,43
42688,F,D,9
42689,Dmin,F,17
42690,G/B,G,9
42691,Emin,Emin,35
42692,F,F,47
42693,B7,B7,20
42694,Fsmin,D,95
42695,C,C,65
42696,Csmin,Csmin,36
42697,A,A,31
42698,B,B,40
42699,Csmin,B,33
42700,Bb,Bb,20
42701,F,C,10
42702,Amin,Amin,7
42703,A,G,84
42704,Fs,Fs,42
42705,Eb,Ab9,12
42706,F,F,44
42707,D,D,25
42708,Dsmin,Dsmin,12
42709,F,F,10
42710,A,A,18
42711,Amin7,Amin7,51
42712,Abmin,Abmin,50
42713,Fs,Fs,31
42714,D,D,22
42715,F,F,74
42716,D,D,68
42717,Bb,Bb,36
42718,Bb,Bb,27
42719,G,G,20
42720,Cmin,Bb,24
42721,G,C,57
42722,Ab,Fmin,49
42723,A,A,39
42724,Emin,Emin,4
42725,Amin,C,10
42726,E,Fs,74
42727,C,C,74
42728,Fs,Fs,12
42729,F,F,50
42730,C,Emin,69
42731,Fsmin,Fsmin,49
42732,B,B,47
42733,F,F,13
42734,Fs,E,35
42735,A,A,17
42736,B,B,18
42737,E,F,52
42738,Gmin7,Gmin7,62
42739,Bmaj7,Cs7,6
42740,Amin,Amin,26
42741,C,C,20
42742,F,F,52
42743,C,C,10
42744,D,D,36
42745,F,F,27
42746,C,C,43
42747,D,C,71
42748,Fsmin,Fsmin,4
42749,Amin,Amin,116
42750,Emin,Amin,27
42751,Fsmin,Dsus2,44
42752,C,C,13
42753,Fmin,Fmin,25
42754,Fs,Gsmin,25
42755,F,F,21
42756,Amin,Amin,109
42757,G,D,13
42758,B,E,37
42759,Dmaj7,Gmaj7,33
42760,Emin,Emin,108
42761,G,G,42
42762,Db,Db,60
42763,G,D,24
42764,E,E,60
42765,G,G,50
42766,Bb7,Bb7,13
42767,D,D,32
42768,Emin,D,57
42769,G,G,26
42770,F,F,8
42771,Gmin/Bb,Gmin/Bb,15
42772,D/Fs,D/Fs,6
42773,G,G,18
42774,C,C,67
42775,Eb/G,Cmin,27
42776,Amin,G,67
42777,G,A,37
42778,Gs7sus4,Gs7,34
42779,A,B,16
42780,C,D,94
42781,D,G,61
42782,G,F,11
42783,A,A,15
42784,D,A,9
42785,C,C,27
42786,Fs,Fs,68
42787,G,G,19
42788,F,G,47
42789,D,D,48
42790,Gmin,Gmin,91
42791,G,G,42
42792,F,Eb,77
42793,Fsmin,Fsmin,5
42794,Dmin7,C,49
42795,A,A,14
42796,Emin,Emin,44
42797,Amin,Amin,106
42798,A,A,8
42799,D,D,83
42800,Csmin,E,7
42801,G,Amin,26
42802,Amin,C,15
42803,D,D,34
42804,Gmin,Gmin,22
42805,E,Csmin,8
42806,C,C,31
42807,C,C,21
42808,Amin,Amin,23
42809,E,E,7
42810,Dsus2,Dsus2,24
42811,Amin,Amin,40
42812,Ab,F,33
42813,Bmin7/Fs,Fs7,76
42814,Gbmin7,Amaj7,51
42815,Amin,Amin,7
42816,F,F,19
42817,Bb,Dmin,15
42818,Cmin,Eb,55
42819,C,C,18
42820,C,C,42
42821,Emin7,A7,42
